"HO","DO","HR","DR","PHI"
4.00,6.00,8.00,6.00,0.00
5.00,1.00,1.00,1.00,0.00
5.00,1.00,1.00,2.00,0.00
5.00,1.00,1.00,4.00,0.00
5.00,1.00,1.00,5.00,0.00
5.00,1.00,1.00,6.00,0.00
5.00,1.00,1.00,3.00,0.02
5.00,1.00,2.00,1.00,0.00
5.00,1.00,2.00,2.00,0.00
5.00,1.00,2.00,3.00,0.00
5.00,1.00,2.00,4.00,0.00
5.00,1.00,2.00,5.00,0.00
5.00,1.00,2.00,6.00,0.00
5.00,1.00,3.00,1.00,0.00
5.00,1.00,3.00,2.00,0.00
5.00,1.00,3.00,3.00,0.00
5.00,1.00,3.00,4.00,0.00
5.00,1.00,3.00,5.00,0.00
5.00,1.00,3.00,6.00,0.00
5.00,1.00,4.00,1.00,0.00
5.00,1.00,4.00,4.00,0.00
5.00,1.00,4.00,5.00,0.00
5.00,1.00,4.00,6.00,0.00
5.00,1.00,4.00,3.00,0.01
5.00,1.00,4.00,2.00,0.08
5.00,1.00,5.00,5.00,0.00
5.00,1.00,5.00,6.00,0.00
5.00,1.00,5.00,4.00,0.01
5.00,1.00,5.00,3.00,0.14
5.00,1.00,5.00,1.00,0.19
5.00,1.00,5.00,2.00,0.50
5.00,1.00,6.00,1.00,0.00
5.00,1.00,6.00,3.00,0.00
5.00,1.00,6.00,4.00,0.00
5.00,1.00,6.00,5.00,0.00
5.00,1.00,6.00,6.00,0.00
5.00,1.00,6.00,2.00,0.01
5.00,1.00,7.00,1.00,0.00
5.00,1.00,7.00,2.00,0.00
5.00,1.00,7.00,3.00,0.00
5.00,1.00,7.00,4.00,0.00
5.00,1.00,7.00,5.00,0.00
5.00,1.00,7.00,6.00,0.00
5.00,1.00,8.00,1.00,0.00
5.00,1.00,8.00,2.00,0.00
5.00,1.00,8.00,3.00,0.00
5.00,1.00,8.00,4.00,0.00
5.00,1.00,8.00,5.00,0.00
5.00,1.00,8.00,6.00,0.00
5.00,2.00,1.00,1.00,0.00
5.00,2.00,1.00,2.00,0.00
5.00,2.00,1.00,3.00,0.00
5.00,2.00,1.00,4.00,0.00
5.00,2.00,1.00,5.00,0.00
5.00,2.00,1.00,6.00,0.00
5.00,2.00,2.00,1.00,0.00
5.00,2.00,2.00,2.00,0.00
5.00,2.00,2.00,3.00,0.00
5.00,2.00,2.00,4.00,0.00
5.00,2.00,2.00,5.00,0.00
5.00,2.00,2.00,6.00,0.00
5.00,2.00,3.00,1.00,0.00
5.00,2.00,3.00,2.00,0.00
5.00,2.00,3.00,3.00,0.00
5.00,2.00,3.00,4.00,0.00
5.00,2.00,3.00,5.00,0.00
5.00,2.00,3.00,6.00,0.00
5.00,2.00,4.00,1.00,0.00
5.00,2.00,4.00,4.00,0.00
5.00,2.00,4.00,5.00,0.00
5.00,2.00,4.00,6.00,0.00
5.00,2.00,4.00,3.00,0.02
5.00,2.00,4.00,2.00,0.08
5.00,2.00,5.00,1.00,0.00
5.00,2.00,5.00,5.00,0.00
5.00,2.00,5.00,6.00,0.00
5.00,2.00,5.00,4.00,0.01
5.00,2.00,5.00,3.00,0.17
5.00,2.00,5.00,2.00,0.68
5.00,2.00,6.00,1.00,0.00
5.00,2.00,6.00,3.00,0.00
5.00,2.00,6.00,4.00,0.00
5.00,2.00,6.00,5.00,0.00
5.00,2.00,6.00,6.00,0.00
5.00,2.00,6.00,2.00,0.01
5.00,2.00,7.00,1.00,0.00
5.00,2.00,7.00,2.00,0.00
5.00,2.00,7.00,3.00,0.00
5.00,2.00,7.00,4.00,0.00
5.00,2.00,7.00,5.00,0.00
5.00,2.00,7.00,6.00,0.00
5.00,2.00,8.00,1.00,0.00
5.00,2.00,8.00,2.00,0.00
5.00,2.00,8.00,3.00,0.00
5.00,2.00,8.00,4.00,0.00
5.00,2.00,8.00,5.00,0.00
5.00,2.00,8.00,6.00,0.00
5.00,3.00,1.00,1.00,0.00
5.00,3.00,1.00,2.00,0.00
5.00,3.00,1.00,3.00,0.00
5.00,3.00,1.00,4.00,0.00
5.00,3.00,1.00,5.00,0.00
5.00,3.00,1.00,6.00,0.00
5.00,3.00,2.00,1.00,0.00
5.00,3.00,2.00,2.00,0.00
5.00,3.00,2.00,3.00,0.00
5.00,3.00,2.00,4.00,0.00
5.00,3.00,2.00,5.00,0.00
5.00,3.00,2.00,6.00,0.00
5.00,3.00,3.00,1.00,0.00
5.00,3.00,3.00,2.00,0.00
5.00,3.00,3.00,3.00,0.00
5.00,3.00,3.00,4.00,0.00
5.00,3.00,3.00,5.00,0.00
5.00,3.00,3.00,6.00,0.00
5.00,3.00,4.00,1.00,0.00
5.00,3.00,4.00,2.00,0.00
5.00,3.00,4.00,4.00,0.00
5.00,3.00,4.00,5.00,0.00
5.00,3.00,4.00,6.00,0.00
5.00,3.00,4.00,3.00,0.03
5.00,3.00,5.00,1.00,0.00
5.00,3.00,5.00,2.00,0.00
5.00,3.00,5.00,5.00,0.00
5.00,3.00,5.00,6.00,0.00
5.00,3.00,5.00,4.00,0.32
5.00,3.00,5.00,3.00,0.63
5.00,3.00,6.00,1.00,0.00
5.00,3.00,6.00,2.00,0.00
5.00,3.00,6.00,3.00,0.00
5.00,3.00,6.00,5.00,0.00
5.00,3.00,6.00,6.00,0.00
5.00,3.00,6.00,4.00,0.01
5.00,3.00,7.00,1.00,0.00
5.00,3.00,7.00,2.00,0.00
5.00,3.00,7.00,3.00,0.00
5.00,3.00,7.00,4.00,0.00
5.00,3.00,7.00,5.00,0.00
5.00,3.00,7.00,6.00,0.00
5.00,3.00,8.00,1.00,0.00
5.00,3.00,8.00,2.00,0.00
5.00,3.00,8.00,3.00,0.00
5.00,3.00,8.00,4.00,0.00
5.00,3.00,8.00,5.00,0.00
5.00,3.00,8.00,6.00,0.00
5.00,4.00,1.00,1.00,0.00
5.00,4.00,1.00,2.00,0.00
5.00,4.00,1.00,3.00,0.00
5.00,4.00,1.00,4.00,0.00
5.00,4.00,1.00,5.00,0.00
5.00,4.00,1.00,6.00,0.00
5.00,4.00,2.00,1.00,0.00
5.00,4.00,2.00,2.00,0.00
5.00,4.00,2.00,3.00,0.00
5.00,4.00,2.00,4.00,0.00
5.00,4.00,2.00,5.00,0.00
5.00,4.00,2.00,6.00,0.00
5.00,4.00,3.00,1.00,0.00
5.00,4.00,3.00,2.00,0.00
5.00,4.00,3.00,3.00,0.00
5.00,4.00,3.00,4.00,0.00
5.00,4.00,3.00,5.00,0.00
5.00,4.00,3.00,6.00,0.00
5.00,4.00,4.00,1.00,0.00
5.00,4.00,4.00,2.00,0.00
5.00,4.00,4.00,3.00,0.00
5.00,4.00,4.00,4.00,0.00
5.00,4.00,4.00,5.00,0.00
5.00,4.00,4.00,6.00,0.00
5.00,4.00,5.00,5.00,0.00
5.00,4.00,5.00,6.00,0.00
5.00,4.00,5.00,3.00,0.01
5.00,4.00,5.00,2.00,0.01
5.00,4.00,5.00,1.00,0.02
5.00,4.00,5.00,4.00,0.92
5.00,4.00,6.00,1.00,0.00
5.00,4.00,6.00,2.00,0.00
5.00,4.00,6.00,3.00,0.00
5.00,4.00,6.00,5.00,0.00
5.00,4.00,6.00,6.00,0.00
5.00,4.00,6.00,4.00,0.02
5.00,4.00,7.00,1.00,0.00
5.00,4.00,7.00,2.00,0.00
5.00,4.00,7.00,3.00,0.00
5.00,4.00,7.00,4.00,0.00
5.00,4.00,7.00,5.00,0.00
5.00,4.00,7.00,6.00,0.00
5.00,4.00,8.00,1.00,0.00
5.00,4.00,8.00,2.00,0.00
5.00,4.00,8.00,3.00,0.00
5.00,4.00,8.00,4.00,0.00
5.00,4.00,8.00,5.00,0.00
5.00,4.00,8.00,6.00,0.00
5.00,5.00,1.00,1.00,0.00
5.00,5.00,1.00,2.00,0.00
5.00,5.00,1.00,3.00,0.00
5.00,5.00,1.00,4.00,0.00
5.00,5.00,1.00,5.00,0.00
5.00,5.00,1.00,6.00,0.00
5.00,5.00,2.00,1.00,0.00
5.00,5.00,2.00,2.00,0.00
5.00,5.00,2.00,3.00,0.00
5.00,5.00,2.00,4.00,0.00
5.00,5.00,2.00,5.00,0.00
5.00,5.00,2.00,6.00,0.00
5.00,5.00,3.00,1.00,0.00
5.00,5.00,3.00,2.00,0.00
5.00,5.00,3.00,3.00,0.00
5.00,5.00,3.00,4.00,0.00
5.00,5.00,3.00,5.00,0.00
5.00,5.00,3.00,6.00,0.00
5.00,5.00,4.00,1.00,0.00
5.00,5.00,4.00,2.00,0.00
5.00,5.00,4.00,3.00,0.00
5.00,5.00,4.00,4.00,0.00
5.00,5.00,4.00,6.00,0.00
5.00,5.00,4.00,5.00,0.08
5.00,5.00,5.00,1.00,0.00
5.00,5.00,5.00,2.00,0.00
5.00,5.00,5.00,3.00,0.00
5.00,5.00,5.00,4.00,0.00
5.00,5.00,5.00,6.00,0.01
5.00,5.00,5.00,5.00,0.87
5.00,5.00,6.00,1.00,0.00
5.00,5.00,6.00,2.00,0.00
5.00,5.00,6.00,3.00,0.00
5.00,5.00,6.00,4.00,0.00
5.00,5.00,6.00,6.00,0.00
5.00,5.00,6.00,5.00,0.03
5.00,5.00,7.00,1.00,0.00
5.00,5.00,7.00,2.00,0.00
5.00,5.00,7.00,3.00,0.00
5.00,5.00,7.00,4.00,0.00
5.00,5.00,7.00,5.00,0.00
5.00,5.00,7.00,6.00,0.00
5.00,5.00,8.00,1.00,0.00
5.00,5.00,8.00,2.00,0.00
5.00,5.00,8.00,3.00,0.00
5.00,5.00,8.00,4.00,0.00
5.00,5.00,8.00,5.00,0.00
5.00,5.00,8.00,6.00,0.00
5.00,6.00,1.00,1.00,0.00
5.00,6.00,1.00,2.00,0.00
5.00,6.00,1.00,3.00,0.00
5.00,6.00,1.00,4.00,0.00
5.00,6.00,1.00,5.00,0.00
5.00,6.00,1.00,6.00,0.00
5.00,6.00,2.00,1.00,0.00
5.00,6.00,2.00,2.00,0.00
5.00,6.00,2.00,3.00,0.00
5.00,6.00,2.00,4.00,0.00
5.00,6.00,2.00,5.00,0.00
5.00,6.00,2.00,6.00,0.00
5.00,6.00,3.00,1.00,0.00
5.00,6.00,3.00,2.00,0.00
5.00,6.00,3.00,3.00,0.00
5.00,6.00,3.00,4.00,0.00
5.00,6.00,3.00,5.00,0.00
5.00,6.00,3.00,6.00,0.00
5.00,6.00,4.00,1.00,0.00
5.00,6.00,4.00,2.00,0.00
5.00,6.00,4.00,3.00,0.00
5.00,6.00,4.00,4.00,0.00
5.00,6.00,4.00,5.00,0.00
5.00,6.00,4.00,6.00,0.02
5.00,6.00,5.00,1.00,0.00
5.00,6.00,5.00,2.00,0.00
5.00,6.00,5.00,3.00,0.00
5.00,6.00,5.00,4.00,0.00
5.00,6.00,5.00,5.00,0.00
5.00,6.00,5.00,6.00,0.95
5.00,6.00,6.00,1.00,0.00
5.00,6.00,6.00,2.00,0.00
5.00,6.00,6.00,3.00,0.00
5.00,6.00,6.00,4.00,0.00
5.00,6.00,6.00,5.00,0.00
5.00,6.00,6.00,6.00,0.02
5.00,6.00,7.00,1.00,0.00
5.00,6.00,7.00,2.00,0.00
5.00,6.00,7.00,3.00,0.00
5.00,6.00,7.00,4.00,0.00
5.00,6.00,7.00,5.00,0.00
5.00,6.00,7.00,6.00,0.00
5.00,6.00,8.00,1.00,0.00
5.00,6.00,8.00,2.00,0.00
5.00,6.00,8.00,3.00,0.00
5.00,6.00,8.00,4.00,0.00
5.00,6.00,8.00,5.00,0.00
5.00,6.00,8.00,6.00,0.00
6.00,1.00,1.00,1.00,0.00
6.00,1.00,1.00,2.00,0.00
6.00,1.00,1.00,4.00,0.00
6.00,1.00,1.00,5.00,0.00
6.00,1.00,1.00,6.00,0.00
6.00,1.00,1.00,3.00,0.01
6.00,1.00,2.00,1.00,0.00
6.00,1.00,2.00,2.00,0.00
6.00,1.00,2.00,3.00,0.00
6.00,1.00,2.00,4.00,0.00
6.00,1.00,2.00,5.00,0.00
6.00,1.00,2.00,6.00,0.00
6.00,1.00,3.00,1.00,0.00
6.00,1.00,3.00,2.00,0.00
6.00,1.00,3.00,3.00,0.00
6.00,1.00,3.00,4.00,0.00
6.00,1.00,3.00,5.00,0.00
6.00,1.00,3.00,6.00,0.00
6.00,1.00,4.00,1.00,0.00
6.00,1.00,4.00,3.00,0.00
6.00,1.00,4.00,4.00,0.00
6.00,1.00,4.00,5.00,0.00
6.00,1.00,4.00,6.00,0.00
6.00,1.00,4.00,2.00,0.03
6.00,1.00,5.00,1.00,0.00
6.00,1.00,5.00,2.00,0.00
6.00,1.00,5.00,3.00,0.00
6.00,1.00,5.00,4.00,0.00
6.00,1.00,5.00,5.00,0.00
6.00,1.00,5.00,6.00,0.00
6.00,1.00,6.00,5.00,0.00
6.00,1.00,6.00,6.00,0.00
6.00,1.00,6.00,4.00,0.02
6.00,1.00,6.00,3.00,0.06
6.00,1.00,6.00,2.00,0.34
6.00,1.00,6.00,1.00,0.51
6.00,1.00,7.00,1.00,0.00
6.00,1.00,7.00,2.00,0.00
6.00,1.00,7.00,3.00,0.00
6.00,1.00,7.00,4.00,0.00
6.00,1.00,7.00,5.00,0.00
6.00,1.00,7.00,6.00,0.00
6.00,1.00,8.00,1.00,0.00
6.00,1.00,8.00,2.00,0.00
6.00,1.00,8.00,3.00,0.00
6.00,1.00,8.00,4.00,0.00
6.00,1.00,8.00,5.00,0.00
6.00,1.00,8.00,6.00,0.00
6.00,2.00,1.00,1.00,0.00
6.00,2.00,1.00,2.00,0.00
6.00,2.00,1.00,3.00,0.00
6.00,2.00,1.00,4.00,0.00
6.00,2.00,1.00,5.00,0.00
6.00,2.00,1.00,6.00,0.00
6.00,2.00,2.00,1.00,0.00
6.00,2.00,2.00,2.00,0.00
6.00,2.00,2.00,3.00,0.00
6.00,2.00,2.00,4.00,0.00
6.00,2.00,2.00,5.00,0.00
6.00,2.00,2.00,6.00,0.00
6.00,2.00,3.00,1.00,0.00
6.00,2.00,3.00,2.00,0.00
6.00,2.00,3.00,3.00,0.00
6.00,2.00,3.00,4.00,0.00
6.00,2.00,3.00,5.00,0.00
6.00,2.00,3.00,6.00,0.00
6.00,2.00,4.00,1.00,0.00
6.00,2.00,4.00,4.00,0.00
6.00,2.00,4.00,5.00,0.00
6.00,2.00,4.00,6.00,0.00
6.00,2.00,4.00,3.00,0.01
6.00,2.00,4.00,2.00,0.02
6.00,2.00,5.00,1.00,0.00
6.00,2.00,5.00,2.00,0.00
6.00,2.00,5.00,3.00,0.00
6.00,2.00,5.00,4.00,0.00
6.00,2.00,5.00,5.00,0.00
6.00,2.00,5.00,6.00,0.00
6.00,2.00,6.00,1.00,0.00
6.00,2.00,6.00,5.00,0.00
6.00,2.00,6.00,6.00,0.00
6.00,2.00,6.00,4.00,0.03
6.00,2.00,6.00,3.00,0.28
6.00,2.00,6.00,2.00,0.64
6.00,2.00,7.00,1.00,0.00
6.00,2.00,7.00,2.00,0.00
6.00,2.00,7.00,3.00,0.00
6.00,2.00,7.00,4.00,0.00
6.00,2.00,7.00,5.00,0.00
6.00,2.00,7.00,6.00,0.00
6.00,2.00,8.00,1.00,0.00
6.00,2.00,8.00,2.00,0.00
6.00,2.00,8.00,3.00,0.00
6.00,2.00,8.00,4.00,0.00
6.00,2.00,8.00,5.00,0.00
6.00,2.00,8.00,6.00,0.00
6.00,3.00,1.00,1.00,0.00
6.00,3.00,1.00,2.00,0.00
6.00,3.00,1.00,3.00,0.00
6.00,3.00,1.00,4.00,0.00
6.00,3.00,1.00,5.00,0.00
6.00,3.00,1.00,6.00,0.00
6.00,3.00,2.00,1.00,0.00
6.00,3.00,2.00,2.00,0.00
6.00,3.00,2.00,3.00,0.00
6.00,3.00,2.00,4.00,0.00
6.00,3.00,2.00,5.00,0.00
6.00,3.00,2.00,6.00,0.00
6.00,3.00,3.00,1.00,0.00
6.00,3.00,3.00,2.00,0.00
6.00,3.00,3.00,3.00,0.00
6.00,3.00,3.00,4.00,0.00
6.00,3.00,3.00,5.00,0.00
6.00,3.00,3.00,6.00,0.00
6.00,3.00,4.00,1.00,0.00
6.00,3.00,4.00,2.00,0.00
6.00,3.00,4.00,3.00,0.00
6.00,3.00,4.00,4.00,0.00
6.00,3.00,4.00,5.00,0.00
6.00,3.00,4.00,6.00,0.00
6.00,3.00,5.00,1.00,0.00
6.00,3.00,5.00,2.00,0.00
6.00,3.00,5.00,3.00,0.00
6.00,3.00,5.00,4.00,0.00
6.00,3.00,5.00,5.00,0.00
6.00,3.00,5.00,6.00,0.00
6.00,3.00,6.00,1.00,0.00
6.00,3.00,6.00,2.00,0.00
6.00,3.00,6.00,5.00,0.00
6.00,3.00,6.00,6.00,0.00
6.00,3.00,6.00,3.00,0.45
6.00,3.00,6.00,4.00,0.54
6.00,3.00,7.00,1.00,0.00
6.00,3.00,7.00,2.00,0.00
6.00,3.00,7.00,3.00,0.00
6.00,3.00,7.00,4.00,0.00
6.00,3.00,7.00,5.00,0.00
6.00,3.00,7.00,6.00,0.00
6.00,3.00,8.00,1.00,0.00
6.00,3.00,8.00,2.00,0.00
6.00,3.00,8.00,3.00,0.00
6.00,3.00,8.00,4.00,0.00
6.00,3.00,8.00,5.00,0.00
6.00,3.00,8.00,6.00,0.00
6.00,4.00,1.00,1.00,0.00
6.00,4.00,1.00,2.00,0.00
6.00,4.00,1.00,3.00,0.00
6.00,4.00,1.00,4.00,0.00
6.00,4.00,1.00,5.00,0.00
6.00,4.00,1.00,6.00,0.00
6.00,4.00,2.00,1.00,0.00
6.00,4.00,2.00,2.00,0.00
6.00,4.00,2.00,3.00,0.00
6.00,4.00,2.00,4.00,0.00
6.00,4.00,2.00,5.00,0.00
6.00,4.00,2.00,6.00,0.00
6.00,4.00,3.00,1.00,0.00
6.00,4.00,3.00,2.00,0.00
6.00,4.00,3.00,3.00,0.00
6.00,4.00,3.00,4.00,0.00
6.00,4.00,3.00,5.00,0.00
6.00,4.00,3.00,6.00,0.00
6.00,4.00,4.00,1.00,0.00
6.00,4.00,4.00,2.00,0.00
6.00,4.00,4.00,3.00,0.00
6.00,4.00,4.00,4.00,0.00
6.00,4.00,4.00,5.00,0.00
6.00,4.00,4.00,6.00,0.00
6.00,4.00,5.00,1.00,0.00
6.00,4.00,5.00,2.00,0.00
6.00,4.00,5.00,3.00,0.00
6.00,4.00,5.00,4.00,0.00
6.00,4.00,5.00,5.00,0.00
6.00,4.00,5.00,6.00,0.00
6.00,4.00,6.00,3.00,0.00
6.00,4.00,6.00,6.00,0.00
6.00,4.00,6.00,1.00,0.01
6.00,4.00,6.00,2.00,0.01
6.00,4.00,6.00,5.00,0.02
6.00,4.00,6.00,4.00,0.94
6.00,4.00,7.00,1.00,0.00
6.00,4.00,7.00,2.00,0.00
6.00,4.00,7.00,3.00,0.00
6.00,4.00,7.00,4.00,0.00
6.00,4.00,7.00,5.00,0.00
6.00,4.00,7.00,6.00,0.00
6.00,4.00,8.00,1.00,0.00
6.00,4.00,8.00,2.00,0.00
6.00,4.00,8.00,3.00,0.00
6.00,4.00,8.00,4.00,0.00
6.00,4.00,8.00,5.00,0.00
6.00,4.00,8.00,6.00,0.00
6.00,5.00,1.00,1.00,0.00
6.00,5.00,1.00,2.00,0.00
6.00,5.00,1.00,3.00,0.00
6.00,5.00,1.00,4.00,0.00
6.00,5.00,1.00,5.00,0.00
6.00,5.00,1.00,6.00,0.00
6.00,5.00,2.00,1.00,0.00
6.00,5.00,2.00,2.00,0.00
6.00,5.00,2.00,3.00,0.00
6.00,5.00,2.00,4.00,0.00
6.00,5.00,2.00,5.00,0.00
6.00,5.00,2.00,6.00,0.00
6.00,5.00,3.00,1.00,0.00
6.00,5.00,3.00,2.00,0.00
6.00,5.00,3.00,3.00,0.00
6.00,5.00,3.00,4.00,0.00
6.00,5.00,3.00,5.00,0.00
6.00,5.00,3.00,6.00,0.00
6.00,5.00,4.00,1.00,0.00
6.00,5.00,4.00,2.00,0.00
6.00,5.00,4.00,3.00,0.00
6.00,5.00,4.00,4.00,0.00
6.00,5.00,4.00,6.00,0.00
6.00,5.00,4.00,5.00,0.03
6.00,5.00,5.00,1.00,0.00
6.00,5.00,5.00,2.00,0.00
6.00,5.00,5.00,3.00,0.00
6.00,5.00,5.00,4.00,0.00
6.00,5.00,5.00,5.00,0.00
6.00,5.00,5.00,6.00,0.00
6.00,5.00,6.00,1.00,0.00
6.00,5.00,6.00,2.00,0.00
6.00,5.00,6.00,3.00,0.00
6.00,5.00,6.00,4.00,0.00
6.00,5.00,6.00,6.00,0.05
6.00,5.00,6.00,5.00,0.91
6.00,5.00,7.00,1.00,0.00
6.00,5.00,7.00,2.00,0.00
6.00,5.00,7.00,3.00,0.00
6.00,5.00,7.00,4.00,0.00
6.00,5.00,7.00,5.00,0.00
6.00,5.00,7.00,6.00,0.00
6.00,5.00,8.00,1.00,0.00
6.00,5.00,8.00,2.00,0.00
6.00,5.00,8.00,3.00,0.00
6.00,5.00,8.00,4.00,0.00
6.00,5.00,8.00,5.00,0.00
6.00,5.00,8.00,6.00,0.00
6.00,6.00,1.00,1.00,0.00
6.00,6.00,1.00,2.00,0.00
6.00,6.00,1.00,3.00,0.00
6.00,6.00,1.00,4.00,0.00
6.00,6.00,1.00,5.00,0.00
6.00,6.00,1.00,6.00,0.00
6.00,6.00,2.00,1.00,0.00
6.00,6.00,2.00,2.00,0.00
6.00,6.00,2.00,3.00,0.00
6.00,6.00,2.00,4.00,0.00
6.00,6.00,2.00,5.00,0.00
6.00,6.00,2.00,6.00,0.00
6.00,6.00,3.00,1.00,0.00
6.00,6.00,3.00,2.00,0.00
6.00,6.00,3.00,3.00,0.00
6.00,6.00,3.00,4.00,0.00
6.00,6.00,3.00,5.00,0.00
6.00,6.00,3.00,6.00,0.00
6.00,6.00,4.00,1.00,0.00
6.00,6.00,4.00,2.00,0.00
6.00,6.00,4.00,3.00,0.00
6.00,6.00,4.00,4.00,0.00
6.00,6.00,4.00,5.00,0.00
6.00,6.00,4.00,6.00,0.01
6.00,6.00,5.00,1.00,0.00
6.00,6.00,5.00,2.00,0.00
6.00,6.00,5.00,3.00,0.00
6.00,6.00,5.00,4.00,0.00
6.00,6.00,5.00,5.00,0.00
6.00,6.00,5.00,6.00,0.00
6.00,6.00,6.00,1.00,0.00
6.00,6.00,6.00,2.00,0.00
6.00,6.00,6.00,3.00,0.00
6.00,6.00,6.00,4.00,0.00
6.00,6.00,6.00,5.00,0.00
6.00,6.00,6.00,6.00,0.98
6.00,6.00,7.00,1.00,0.00
6.00,6.00,7.00,2.00,0.00
6.00,6.00,7.00,3.00,0.00
6.00,6.00,7.00,4.00,0.00
6.00,6.00,7.00,5.00,0.00
6.00,6.00,7.00,6.00,0.00
6.00,6.00,8.00,1.00,0.00
6.00,6.00,8.00,2.00,0.00
6.00,6.00,8.00,3.00,0.00
6.00,6.00,8.00,4.00,0.00
6.00,6.00,8.00,5.00,0.00
